Team,Opp,WorL,TeamPTS,OppPTS,W,L
Golden State Warriors,Sacramento Kings,L,98,111,9,29
Golden State Warriors,Milwaukee Bucks,L,98,107,9,30
Golden State Warriors,Los Angeles Clippers,L,100,109,9,31
Golden State Warriors,Memphis Grizzlies,L,102,122,9,32
Golden State Warriors,Dallas Mavericks,L,97,124,9,33
Golden State Warriors,Denver Nuggets,L,131,134,9,34
Golden State Warriors,Orlando Magic,W,109,95,10,34
Golden State Warriors,Portland Trail Blazers,L,124,129,10,35
Golden State Warriors,Utah Jazz,L,96,129,10,36
Golden State Warriors,Indiana Pacers,L,118,129,10,37
Golden State Warriors,Philadelphia 76ers,L,104,115,10,38
Golden State Warriors,Boston Celtics,L,104,119,10,39
Golden State Warriors,Cleveland Cavaliers,W,131,112,11,39
Golden State Warriors,Washington Wizards,W,125,117,12,39
Golden State Warriors,Brooklyn Nets,L,88,129,12,40
Golden State Warriors,Los Angeles Lakers,L,120,125,12,41
Golden State Warriors,Miami Heat,L,101,113,12,42
Golden State Warriors,Phoenix Suns,L,106,112,12,43
Golden State Warriors,Houston Rockets,L,105,135,12,44
Golden State Warriors,New Orleans Pelicans,L,101,115,12,45
Golden State Warriors,Sacramento Kings,L,94,112,12,46
Golden State Warriors,Los Angeles Lakers,L,86,116,12,47
Golden State Warriors,Phoenix Suns,W,115,99,13,47
Golden State Warriors,Washington Wizards,L,110,124,13,48
Golden State Warriors,Denver Nuggets,W,116,100,14,48
Golden State Warriors,Toronto Raptors,L,113,121,14,49
Golden State Warriors,Philadelphia 76ers,W,118,114,15,49
Golden State Warriors,Los Angeles Clippers,L,107,131,15,50
Houston Rockets,Milwaukee Bucks,L,111,117,0,1
Houston Rockets,New Orleans Pelicans,W,126,123,1,1
Houston Rockets,Oklahoma City Thunder,W,116,112,2,1
Houston Rockets,Washington Wizards,W,159,158,3,1
Houston Rockets,Brooklyn Nets,L,116,123,3,2
Houston Rockets,Miami Heat,L,100,129,3,3
Houston Rockets,Memphis Grizzlies,W,107,100,4,3
Houston Rockets,Golden State Warriors,W,129,112,5,3
Houston Rockets,Chicago Bulls,W,117,94,6,3
Houston Rockets,New Orleans Pelicans,W,122,116,7,3
Houston Rockets,Los Angeles Clippers,W,102,93,8,3
Houston Rockets,Indiana Pacers,W,111,102,9,3
Houston Rockets,Minnesota Timberwolves,W,125,105,10,3
Houston Rockets,Portland Trail Blazers,W,132,108,11,3
Houston Rockets,Denver Nuggets,L,95,105,11,4
Houston Rockets,Los Angeles Clippers,L,119,122,11,5
Houston Rockets,Dallas Mavericks,L,123,137,11,6
Houston Rockets,Miami Heat,W,117,108,12,6
Houston Rockets,Atlanta Hawks,W,158,111,13,6
Houston Rockets,San Antonio Spurs,L,133,135,13,7
Houston Rockets,Toronto Raptors,W,119,109,14,7
Houston Rockets,Phoenix Suns,W,115,109,15,7
Houston Rockets,Sacramento Kings,L,118,119,15,8
Houston Rockets,Cleveland Cavaliers,W,116,110,16,8
Houston Rockets,Orlando Magic,W,130,107,17,8
Houston Rockets,Detroit Pistons,L,107,115,17,9
Houston Rockets,San Antonio Spurs,W,109,107,18,9
Houston Rockets,Los Angeles Clippers,W,122,117,19,9
Houston Rockets,Phoenix Suns,W,139,125,20,9
Houston Rockets,Sacramento Kings,W,113,104,21,9
Houston Rockets,Golden State Warriors,L,104,116,21,10
Houston Rockets,Brooklyn Nets,W,108,98,22,10
Houston Rockets,New Orleans Pelicans,L,112,127,22,11
Houston Rockets,Denver Nuggets,W,130,104,23,11
Houston Rockets,Philadelphia 76ers,W,118,108,24,11
Houston Rockets,Atlanta Hawks,W,122,115,25,11
Houston Rockets,Oklahoma City Thunder,L,92,113,25,12
Houston Rockets,Minnesota Timberwolves,W,139,109,26,12
Houston Rockets,Memphis Grizzlies,L,110,121,26,13
Houston Rockets,Portland Trail Blazers,L,107,117,26,14
Houston Rockets,Los Angeles Lakers,L,115,124,26,15
Houston Rockets,Oklahoma City Thunder,L,107,112,26,16
Houston Rockets,Denver Nuggets,W,121,105,27,16
Houston Rockets,Minnesota Timberwolves,W,131,124,28,16
Houston Rockets,Denver Nuggets,L,110,117,28,17
Houston Rockets,Utah Jazz,W,126,117,29,17
Houston Rockets,Portland Trail Blazers,L,112,125,29,18
Houston Rockets,Dallas Mavericks,W,128,121,30,18
Houston Rockets,New Orleans Pelicans,W,117,109,31,18
Houston Rockets,Charlotte Hornets,W,125,110,32,18
Houston Rockets,Los Angeles Lakers,W,121,111,33,18
Houston Rockets,Phoenix Suns,L,91,127,33,19
Houston Rockets,Utah Jazz,L,113,114,33,20
Houston Rockets,Boston Celtics,W,116,105,34,20
Houston Rockets,Golden State Warriors,W,135,105,35,20
Houston Rockets,Utah Jazz,W,120,110,36,20
Houston Rockets,New York Knicks,W,123,112,37,20
Houston Rockets,Memphis Grizzlies,W,140,112,38,20
Houston Rockets,Boston Celtics,W,111,110,39,20
Houston Rockets,New York Knicks,L,123,125,39,21
Houston Rockets,Los Angeles Clippers,L,105,120,39,22
Houston Rockets,Charlotte Hornets,L,99,108,39,23
Houston Rockets,Orlando Magic,L,106,126,39,24
Houston Rockets,Minnesota Timberwolves,W,117,111,40,24
Dallas Mavericks,Washington Wizards,W,108,100,1,0
Dallas Mavericks,New Orleans Pelicans,W,123,116,2,0
Dallas Mavericks,Portland Trail Blazers,L,119,121,2,1
Dallas Mavericks,Denver Nuggets,W,109,106,3,1
Dallas Mavericks,Los Angeles Lakers,L,110,119,3,2
Dallas Mavericks,Cleveland Cavaliers,W,131,111,4,2
Dallas Mavericks,Orlando Magic,W,107,106,5,2
Dallas Mavericks,New York Knicks,L,102,106,5,3
Dallas Mavericks,Memphis Grizzlies,W,138,122,6,3
Dallas Mavericks,Boston Celtics,L,106,116,6,4
Dallas Mavericks,New York Knicks,L,103,106,6,5
Dallas Mavericks,Toronto Raptors,W,110,102,7,5
Dallas Mavericks,San Antonio Spurs,W,117,110,8,5
Dallas Mavericks,Golden State Warriors,W,142,94,9,5
Dallas Mavericks,Cleveland Cavaliers,W,143,101,10,5
Dallas Mavericks,Houston Rockets,W,137,123,11,5
Dallas Mavericks,Los Angeles Clippers,L,99,114,11,6
Dallas Mavericks,Phoenix Suns,W,120,113,12,6
Dallas Mavericks,Los Angeles Lakers,W,114,100,13,6
Dallas Mavericks,New Orleans Pelicans,W,118,97,14,6
Dallas Mavericks,Minnesota Timberwolves,W,121,114,15,6
Dallas Mavericks,New Orleans Pelicans,W,130,84,16,6
Dallas Mavericks,Sacramento Kings,L,106,110,16,7
Dallas Mavericks,Detroit Pistons,W,122,111,17,7
Dallas Mavericks,Miami Heat,L,118,122,17,8
Dallas Mavericks,Milwaukee Bucks,W,120,116,18,8
Dallas Mavericks,Boston Celtics,L,103,109,18,9
Dallas Mavericks,Philadelphia 76ers,W,117,98,19,9
Dallas Mavericks,Toronto Raptors,L,107,110,19,10
Dallas Mavericks,San Antonio Spurs,W,102,98,20,10
Dallas Mavericks,Golden State Warriors,W,141,121,21,10
Dallas Mavericks,Los Angeles Lakers,L,95,108,21,11
Dallas Mavericks,Oklahoma City Thunder,L,101,106,21,12
Dallas Mavericks,Brooklyn Nets,W,123,111,22,12
Dallas Mavericks,Charlotte Hornets,L,120,123,22,13
Dallas Mavericks,Chicago Bulls,W,118,110,23,13
Dallas Mavericks,Denver Nuggets,L,106,107,23,14
Dallas Mavericks,Los Angeles Lakers,L,114,129,23,15
Dallas Mavericks,Philadelphia 76ers,W,109,91,24,15
Dallas Mavericks,Golden State Warriors,W,124,97,25,15
Dallas Mavericks,Sacramento Kings,W,127,123,26,15
Dallas Mavericks,Portland Trail Blazers,W,120,112,27,15
Dallas Mavericks,Los Angeles Clippers,L,107,110,27,16
Dallas Mavericks,Portland Trail Blazers,W,133,125,28,16
Dallas Mavericks,Utah Jazz,L,107,112,28,17
Dallas Mavericks,Oklahoma City Thunder,W,107,97,29,17
Dallas Mavericks,Phoenix Suns,L,104,133,29,18
Dallas Mavericks,Houston Rockets,L,121,128,29,19
Dallas Mavericks,Atlanta Hawks,W,123,100,30,19
Dallas Mavericks,Indiana Pacers,W,112,103,31,19
Dallas Mavericks,Memphis Grizzlies,L,107,121,31,20
Dallas Mavericks,Washington Wizards,L,118,119,31,21
Dallas Mavericks,Charlotte Hornets,W,116,100,32,21
Dallas Mavericks,Utah Jazz,L,119,123,32,22
Dallas Mavericks,Sacramento Kings,W,130,111,33,22
Dallas Mavericks,Orlando Magic,W,122,106,34,22
Dallas Mavericks,Atlanta Hawks,L,107,111,34,23
Dallas Mavericks,Minnesota Timberwolves,W,139,123,35,23
Dallas Mavericks,San Antonio Spurs,W,109,103,36,23
Dallas Mavericks,Miami Heat,L,118,126,36,24
Dallas Mavericks,Minnesota Timberwolves,W,111,91,37,24
Dallas Mavericks,Chicago Bulls,L,107,109,37,25
Dallas Mavericks,New Orleans Pelicans,W,127,123,38,25
Dallas Mavericks,Memphis Grizzlies,W,121,96,39,25
Dallas Mavericks,Indiana Pacers,L,109,112,39,26
Dallas Mavericks,San Antonio Spurs,L,109,119,39,27
Dallas Mavericks,Denver Nuggets,W,113,97,40,27
Memphis Grizzlies,Miami Heat,L,101,120,0,1
Memphis Grizzlies,Chicago Bulls,L,102,110,0,2
Memphis Grizzlies,Brooklyn Nets,W,134,133,1,2
Memphis Grizzlies,Los Angeles Lakers,L,91,120,1,3
Memphis Grizzlies,Phoenix Suns,L,105,114,1,4
Memphis Grizzlies,Houston Rockets,L,100,107,1,5
Memphis Grizzlies,Minnesota Timberwolves,W,137,121,2,5
Memphis Grizzlies,Orlando Magic,L,86,118,2,6
Memphis Grizzlies,Dallas Mavericks,L,122,138,2,7
Memphis Grizzlies,San Antonio Spurs,W,113,109,3,7
Memphis Grizzlies,Charlotte Hornets,W,119,117,4,7
Memphis Grizzlies,Utah Jazz,W,107,106,5,7
Memphis Grizzlies,Denver Nuggets,L,114,131,5,8
Memphis Grizzlies,Golden State Warriors,L,95,114,5,9
Memphis Grizzlies,Los Angeles Lakers,L,108,109,5,10
Memphis Grizzlies,Indiana Pacers,L,114,126,5,11
Memphis Grizzlies,Los Angeles Clippers,L,119,121,5,12
Memphis Grizzlies,Utah Jazz,L,94,103,5,13
Memphis Grizzlies,Minnesota Timberwolves,W,115,107,6,13
Memphis Grizzlies,Indiana Pacers,L,104,117,6,14
Memphis Grizzlies,Chicago Bulls,L,99,106,6,15
Memphis Grizzlies,Utah Jazz,L,112,126,6,16
Memphis Grizzlies,Golden State Warriors,W,110,102,7,16
Memphis Grizzlies,Phoenix Suns,W,115,108,8,16
Memphis Grizzlies,Milwaukee Bucks,L,114,127,8,17
Memphis Grizzlies,Washington Wizards,W,128,111,9,17
Memphis Grizzlies,Miami Heat,W,118,111,10,17
Memphis Grizzlies,Oklahoma City Thunder,L,122,126,10,18
Memphis Grizzlies,Cleveland Cavaliers,L,107,114,10,19
Memphis Grizzlies,Sacramento Kings,W,119,115,11,19
Memphis Grizzlies,San Antonio Spurs,L,115,145,11,20
Memphis Grizzlies,Oklahoma City Thunder,W,110,97,12,20
Memphis Grizzlies,Denver Nuggets,L,110,119,12,21
Memphis Grizzlies,Charlotte Hornets,W,117,104,13,21
Memphis Grizzlies,Sacramento Kings,L,123,128,13,22
Memphis Grizzlies,Los Angeles Clippers,W,140,114,14,22
Memphis Grizzlies,Phoenix Suns,W,121,114,15,22
Memphis Grizzlies,Minnesota Timberwolves,W,119,112,16,22
Memphis Grizzlies,San Antonio Spurs,W,134,121,17,22
Memphis Grizzlies,Golden State Warriors,W,122,102,18,22
Memphis Grizzlies,Houston Rockets,W,121,110,19,22
Memphis Grizzlies,Cleveland Cavaliers,W,113,109,20,22
Memphis Grizzlies,New Orleans Pelicans,L,116,126,20,23
Memphis Grizzlies,Boston Celtics,L,95,119,20,24
Memphis Grizzlies,Detroit Pistons,W,125,112,21,24
Memphis Grizzlies,Phoenix Suns,W,114,109,22,24
Memphis Grizzlies,Denver Nuggets,W,104,96,23,24
Memphis Grizzlies,New York Knicks,W,127,106,24,24
Memphis Grizzlies,New Orleans Pelicans,L,111,139,24,25
Memphis Grizzlies,Detroit Pistons,W,96,82,25,25
Memphis Grizzlies,Dallas Mavericks,W,121,107,26,25
Memphis Grizzlies,Philadelphia 76ers,L,107,119,26,26
Memphis Grizzlies,Washington Wizards,W,106,99,27,26
Memphis Grizzlies,Portland Trail Blazers,W,111,104,28,26
Memphis Grizzlies,Sacramento Kings,L,125,129,28,27
Memphis Grizzlies,Los Angeles Lakers,L,105,117,28,28
Memphis Grizzlies,Los Angeles Clippers,L,97,124,28,29
Memphis Grizzlies,Houston Rockets,L,112,140,28,30
Memphis Grizzlies,Sacramento Kings,L,101,104,28,31
Memphis Grizzlies,Los Angeles Lakers,W,105,88,29,31
Memphis Grizzlies,Atlanta Hawks,W,127,88,30,31
Memphis Grizzlies,Brooklyn Nets,W,118,79,31,31
Memphis Grizzlies,Dallas Mavericks,L,96,121,31,32
Memphis Grizzlies,Atlanta Hawks,W,118,101,32,32
Memphis Grizzlies,Orlando Magic,L,115,120,32,33
San Antonio Spurs,New York Knicks,W,120,111,1,0
San Antonio Spurs,Washington Wizards,W,124,122,2,0
San Antonio Spurs,Portland Trail Blazers,W,113,110,3,0
San Antonio Spurs,Los Angeles Clippers,L,97,103,3,1
San Antonio Spurs,Golden State Warriors,W,127,110,4,1
San Antonio Spurs,Los Angeles Lakers,L,96,103,4,2
San Antonio Spurs,Atlanta Hawks,L,100,108,4,3
San Antonio Spurs,Oklahoma City Thunder,W,121,112,5,3
San Antonio Spurs,Boston Celtics,L,115,135,5,4
San Antonio Spurs,Memphis Grizzlies,L,109,113,5,5
San Antonio Spurs,Minnesota Timberwolves,L,114,129,5,6
San Antonio Spurs,Orlando Magic,L,109,111,5,7
San Antonio Spurs,Portland Trail Blazers,L,116,121,5,8
San Antonio Spurs,Dallas Mavericks,L,110,117,5,9
San Antonio Spurs,Washington Wizards,L,132,138,5,10
San Antonio Spurs,Philadelphia 76ers,L,104,115,5,11
San Antonio Spurs,New York Knicks,W,111,104,6,11
San Antonio Spurs,Los Angeles Lakers,L,104,114,6,12
San Antonio Spurs,Minnesota Timberwolves,L,101,113,6,13
San Antonio Spurs,Los Angeles Clippers,W,107,97,7,13
San Antonio Spurs,Detroit Pistons,L,98,132,7,14
San Antonio Spurs,Houston Rockets,W,135,133,8,14
San Antonio Spurs,Sacramento Kings,W,105,104,9,14
San Antonio Spurs,Cleveland Cavaliers,L,109,117,9,15
San Antonio Spurs,Phoenix Suns,W,121,119,10,15
San Antonio Spurs,Houston Rockets,L,107,109,10,16
San Antonio Spurs,Brooklyn Nets,W,118,105,11,16
San Antonio Spurs,Los Angeles Clippers,L,109,134,11,17
San Antonio Spurs,Memphis Grizzlies,W,145,115,12,17
San Antonio Spurs,Dallas Mavericks,L,98,102,12,18
San Antonio Spurs,Detroit Pistons,W,136,109,13,18
San Antonio Spurs,Golden State Warriors,W,117,113,14,18
San Antonio Spurs,Oklahoma City Thunder,L,103,109,14,19
San Antonio Spurs,Milwaukee Bucks,L,118,127,14,20
San Antonio Spurs,Milwaukee Bucks,W,126,104,15,20
San Antonio Spurs,Boston Celtics,W,129,114,16,20
San Antonio Spurs,Memphis Grizzlies,L,121,134,16,21
San Antonio Spurs,Toronto Raptors,W,105,104,17,21
San Antonio Spurs,Miami Heat,L,100,106,17,22
San Antonio Spurs,Atlanta Hawks,L,120,121,17,23
San Antonio Spurs,Miami Heat,W,107,102,18,23
San Antonio Spurs,Phoenix Suns,W,120,118,19,23
San Antonio Spurs,New Orleans Pelicans,W,121,117,20,23
San Antonio Spurs,Phoenix Suns,L,99,103,20,24
San Antonio Spurs,Toronto Raptors,L,106,110,20,25
San Antonio Spurs,Chicago Bulls,L,109,110,20,26
San Antonio Spurs,Utah Jazz,W,127,120,21,26
San Antonio Spurs,Charlotte Hornets,W,114,90,22,26
San Antonio Spurs,Los Angeles Clippers,L,105,108,22,27
San Antonio Spurs,Los Angeles Lakers,L,102,129,22,28
San Antonio Spurs,Portland Trail Blazers,L,117,125,22,29
San Antonio Spurs,Sacramento Kings,L,102,122,22,30
San Antonio Spurs,Denver Nuggets,L,120,127,22,31
San Antonio Spurs,Oklahoma City Thunder,W,114,106,23,31
San Antonio Spurs,Utah Jazz,W,113,104,24,31
San Antonio Spurs,Oklahoma City Thunder,L,103,131,24,32
San Antonio Spurs,Dallas Mavericks,L,103,109,24,33
San Antonio Spurs,Orlando Magic,W,114,113,25,33
San Antonio Spurs,Indiana Pacers,L,111,116,25,34
San Antonio Spurs,Charlotte Hornets,W,104,103,26,34
San Antonio Spurs,Brooklyn Nets,L,120,139,26,35
San Antonio Spurs,Cleveland Cavaliers,L,129,132,26,36
San Antonio Spurs,Dallas Mavericks,W,119,109,27,36
New Orleans Pelicans,Toronto Raptors,L,122,130,0,1
New Orleans Pelicans,Dallas Mavericks,L,116,123,0,2
New Orleans Pelicans,Houston Rockets,L,123,126,0,3
New Orleans Pelicans,Golden State Warriors,L,123,134,0,4
New Orleans Pelicans,Denver Nuggets,W,122,107,1,4
New Orleans Pelicans,Oklahoma City Thunder,L,104,115,1,5
New Orleans Pelicans,Brooklyn Nets,L,125,135,1,6
New Orleans Pelicans,Toronto Raptors,L,104,122,1,7
New Orleans Pelicans,Charlotte Hornets,W,115,110,2,7
New Orleans Pelicans,Houston Rockets,L,116,122,2,8
New Orleans Pelicans,Los Angeles Clippers,W,132,127,3,8
New Orleans Pelicans,Miami Heat,L,94,109,3,9
New Orleans Pelicans,Golden State Warriors,W,108,100,4,9
New Orleans Pelicans,Portland Trail Blazers,W,115,104,5,9
New Orleans Pelicans,Phoenix Suns,W,124,121,6,9
New Orleans Pelicans,Utah Jazz,L,120,128,6,10
New Orleans Pelicans,Los Angeles Clippers,L,109,134,6,11
New Orleans Pelicans,Los Angeles Lakers,L,110,114,6,12
New Orleans Pelicans,Oklahoma City Thunder,L,104,109,6,13
New Orleans Pelicans,Oklahoma City Thunder,L,104,107,6,14
New Orleans Pelicans,Dallas Mavericks,L,97,118,6,15
New Orleans Pelicans,Phoenix Suns,L,132,139,6,16
New Orleans Pelicans,Dallas Mavericks,L,84,130,6,17
New Orleans Pelicans,Detroit Pistons,L,103,105,6,18
New Orleans Pelicans,Milwaukee Bucks,L,112,127,6,19
New Orleans Pelicans,Philadelphia 76ers,L,109,116,6,20
New Orleans Pelicans,Orlando Magic,L,119,130,6,21
New Orleans Pelicans,Brooklyn Nets,L,101,108,6,22
New Orleans Pelicans,Minnesota Timberwolves,W,107,99,7,22
New Orleans Pelicans,Golden State Warriors,L,102,106,7,23
New Orleans Pelicans,Portland Trail Blazers,W,102,94,8,23
New Orleans Pelicans,Denver Nuggets,W,112,100,9,23
New Orleans Pelicans,Indiana Pacers,W,120,98,10,23
New Orleans Pelicans,Houston Rockets,W,127,112,11,23
New Orleans Pelicans,Los Angeles Lakers,L,113,123,11,24
New Orleans Pelicans,Sacramento Kings,W,117,115,12,24
New Orleans Pelicans,Utah Jazz,L,126,128,12,25
New Orleans Pelicans,Chicago Bulls,W,123,108,13,25
New Orleans Pelicans,New York Knicks,W,123,111,14,25
New Orleans Pelicans,Boston Celtics,L,105,140,14,26
New Orleans Pelicans,Detroit Pistons,W,117,110,15,26
New Orleans Pelicans,Utah Jazz,W,138,132,16,26
New Orleans Pelicans,Los Angeles Clippers,L,130,133,16,27
New Orleans Pelicans,Memphis Grizzlies,W,126,116,17,27
New Orleans Pelicans,San Antonio Spurs,L,117,121,17,28
New Orleans Pelicans,Denver Nuggets,L,106,113,17,29
New Orleans Pelicans,Boston Celtics,W,123,108,18,29
New Orleans Pelicans,Cleveland Cavaliers,W,125,111,19,29
New Orleans Pelicans,Memphis Grizzlies,W,139,111,20,29
New Orleans Pelicans,Houston Rockets,L,109,117,20,30
New Orleans Pelicans,Milwaukee Bucks,L,108,120,20,31
New Orleans Pelicans,Chicago Bulls,W,125,119,21,31
New Orleans Pelicans,Indiana Pacers,W,124,117,22,31
New Orleans Pelicans,Portland Trail Blazers,W,138,117,23,31
New Orleans Pelicans,Oklahoma City Thunder,L,118,123,23,32
New Orleans Pelicans,Portland Trail Blazers,W,128,115,24,32
New Orleans Pelicans,Golden State Warriors,W,115,101,25,32
New Orleans Pelicans,Los Angeles Lakers,L,109,118,25,33
New Orleans Pelicans,Cleveland Cavaliers,W,116,104,26,33
New Orleans Pelicans,Los Angeles Lakers,L,114,122,26,34
New Orleans Pelicans,Minnesota Timberwolves,L,134,139,26,35
New Orleans Pelicans,Dallas Mavericks,L,123,127,26,36
New Orleans Pelicans,Miami Heat,W,110,104,27,36
New Orleans Pelicans,Minnesota Timberwolves,W,120,107,28,36
